Foul,Post,
0,"""Hawala network chalane wale Charlie Peng ne agencies ki aankhon mein jamkar dhool jhoka. Vah shell company banakar hazaron karod ka hawala network chala raha tha.""",
0,"""#News18Bulletin -Benati rahi brigade star ki baatcheet, Ladakh mein China ki harkaton par sena ki pani nazar: Source -Russia ne di Good News, is hafte se aam logon ke liye uplabdh hogi corona vaccine Yahan padhiye desh-duniya ki 10 badi surkhiyan""",
0,"""Arthavyavastha ke sankuchan par subedari nahi, saanjhaari ki zarurat bata rahe hain Shankar Aiyar #IndianEconomy""",
1,"""! “Desh ke gaddaron ko, goli maaro saalo ko” Anurag Thakur 👈 Yeh to wahi kahawat ho gayi, “A bail, mujhe maar”",
1,"Bharatiya Janata Party ke mantriyo ko kootte Bharatiya log 👇👇👇👇""",
0,"""Jo Maharashtra mein ho raha hai, yahi adivasiyon ke saath hota hai tab aap kya kehte dalal media? Puchhta hai Bharat""",
0,"""@RahulGandhi @ashokgehlot51 @avinashpandeinc Anivash Pandey ko hataaye jaane ke baad unki khushi dekhiye saara Pilot ji ki""",
0,"""Corona aur BJP dono khatarnak virus hai. Ek shareer ke liye ghaatak hai doosra rashtra ke liye! #ShahinBagh_Ko_Aapki_Jarurat_Hai""",
0,"""Kovid center Jaxad mariz wale room mein raat bhar baitha raha kobra saap lekin koi karmachari nahi aaya @myogioffice @CMOfficeUP @Sunilsingh4Bjp""",
0,"""Jhoothe vaado ke saath #Punjab #MadhyaPradesh #Rajasthan, #Chhattisgarh rajyo ki satta mein aayi #Congress jab Lok Sabha chunaavon ke liye vote maangne gaye neta to janta ne dauda dauda kar peeta""",
0,"""Himachal Pradesh mein jahaan gaadi chalana mushkil maana jaata hai, vahaan ek mahila bas chalaakar kai barricades hata rahi hai...""",
0,"""Nijamuddin Markaz par money laundering mamle mein ED ne pehli baar Tablighi Jamaat se jude logon ke thikano par ek saath raid ki hai.""",
0,"""Jab sadhu aur mahilaayein maare ja rahe hain, balatkari sadkon par mukt ghoom rahe hain, tab Hindutva aur vikas ke agenda ko Narendra Modi ji apne agenda ke roop mein chitrit karna chahte the... Mera maanna hai ki Narendra Modi ji 'Vikas Purush' nahi hain, 'Vinaash Purush' hain | Unhone Gujarat ko barbaad kar diya hai.""",
0,"Vadala station Mumbai""",
0,Naseeruddin Shah ki tabiyat bigdi..!!,
0,Vistarvadi aadaton aur corona mahamari ke chalte alag-thalag pada #China ab jo karne ja raha hai vo duniya ke liye chinta ka vishay hai.,
0,Hollywood actor Chadwick Boseman ka nidhan ho gaya. Ve 43 saal ke the. Kuch saalon se aant ke cancer se lad rahe the. Boseman ne Marvel series ki blockbuster film 'Black Panther' mein mukhya kiradar nibhaya tha. Parivaar ne tweet kar unke nidhan ki jaankari di.,
1,"@SureshChavhanke @MaheshNBhatt #arrestmaheshbhatt 
Kutte ko arrest karo.",
1,@anuragkashyap72 Kutte kaminee suar ki aulad kya teri maa behen beti nahi thi bhadwe tujhe to saza-e-maut honi chahiye kutte desh drohi gaddar aur tukde tukde gang ke saath khada rehta hai kutta bhadwe Shaheen Bagh mein jihadiyon ke saath khada tha aatankwadiyon ke saath suar tujhe to faansi par latka dena chahiye,
1,"Aloo se sona banaya, paani se karant nikala scooter ko bas banaya....
Thoda aur sabr rakhiye ye 2024 tak gadhe se diesel na mootwa de to kehna.",
1,#hindugods ko bhadddi gaali dene wali jahil jihadin heer Khan ko na sirf arrest kare balki uspar strict action lena chahiye taki bhavishya me Hindu devidevtaon ko gaali dene se pehle ye jihadicomunity sau baar soche hum apne sanatan dharm ka apmaan nahi sahenge is jahil ne had paar kar di hai #ArrestHeerkhan,
0,".@BJP4MP ke sabhi navnukt mahamantri shri Ranbir Singh Rawat ji, shri Harishankar Khatik ji, shri Sharadendu Tiwari ji, shri Bhagwan Das Sabnani ji, sushri Kavita Patidar ji ko hardik badhai evam shubhkamnayein! Mujhe vishwas hai ki aap sabhi ke sahayog se hum Madhya Pradesh mein sangathan ko aur majboot karenge !! https://t.co/tT5scpVwvp",
0,"Uchch shiksha-sansthanon mein keval shodharthiyon tatha takneek aur vyavsayik programon,",
0,jinmein prayogshala sambandhi karyon ki avashyakata padti hai...,
0,"Modi ji aap to apna chehra paseene se malish kar chamka lete ho, par desh ka khoon paseena kyun nikalwa rahe ho?",
0,"Aaj varisht Adv Prashant Bhushan unke Jangpura karyalay par mila. Unhe badhai diya ki vo aam aadmi ke nyay ke liye lad rahe hain. Lockdown mein majdooron ki samasya par Supreme Court ki laatada tha & jo sahi kiya. Nyay palika dalit-pichhda virodhi bhi hai. Unhone sach kaha ki nyaypalika bhrasht hai.""",
,,
1,Kameeni jalil aurat behuda aurat tu hogi Mughal ki aulad Rajputniyo ne to jauhar kiye par apni asmat par haath nahi aane diya. Is kameeni ko arrest hona chahiye. 2 take ki chamchi https://t.co/SGJ5TOZowE,
0,"Anil Ambani ko Delhi High Court se rahat, insolvency prakriya par lagi rok https://t.co/UtOpF88aP4 via @NavbharatTimes #anilambani #Rcom #delhihighcourt https://t.co/LNXZ8EAI94",
0,Sabhi ko Eid Mubarak. #UttarPradesh IPS promotion hone ke baad Apar Police Adhikshak Kasganj Aditya Prakash Verma ne apni khushiyon ka izhaar parijano ke saath karte hue unhi se lagvaya badge. @kasganjpolice @Uppolice @IPS_Association @UPIPSASSO #PoliceReformNow #uppinnews #policemedianews https://t.co/rESrNGSZ2d,
0,Pee ke ek gaav mein corona screening karne gayi doctor Vandana Tiwari ki muslimon dwara ki gayi pattharbaazi se maut ho gayi.,
0,Aatankiyon ko car mein ghumaane waala DSP 90 din mein bhi diary pesh naa hone ke kaaran jamanat par hai Aur Godi media ne janta ko Rhea aur Kangana mein uljha ke rakhi hai. 🙆,
0,"RT @Nattashasharrma: Itihas NDTV ko yaad karega, Jo aaj loktantra ke chouthe stambh ki raksha kar raha hai...",
0,"Nirmaan kaary: Patna Metro ka chunav se pahle shilaanyaas 696 crore mein do agencies ko mila kaam, 76 acre jameen ke liye adhigrahan ki taiyari #DNA : Corona se bache, to kahin zahar na maar UP: Aaj se phir patri par daudegi Lucknow Metro, sanitize honge token, Aarogya Setu app zaroori",
0,Bharatiya Sena ke Chinar Corps ne bataya ki 30 August ko Baramulla sector mein LOC ke paas sandigdh gatividhiyan dekhi gayi. Ispar lagatar nazar rakhi gayi. Baad mein yahan pattharon ke beech se hathiyar aur gola barood barahmadi hui. Yahan se aatanki gatividhiyan sanchalit hoti thin.,
1,@aajtak naam to pata hai lekin is deshdrohi ka naam lena paap hai 😡 Kamine,
0,@BJP4Delhi @rsprasad Sabse jyada kameena saansad hai ye 😠,
0,Aavashyak Suchna: Abhi abhi jaankari mili hai ki gram Nageelav via Pissangan jila Ajmer mein ek balika ka janm hospital mein hua. Balika ne janm lete hi boli ki Bharat mein jo corona virus sankraman phaila hua hai uske bachav ke liye Bharat ke pratyek nagrik ko apne daayein pair ke angothe par haldi ka lep (mehendi ki tarah) lagana hai. Isse corona ka sankraman samapt ho jayega. Sabhi nagrik suksham raheinge. Yeh kehkar balika ki usi samay mrityu ho gayi. Is dekhkar aspatal ke doctor bhi ashcharyachakit ho gaye. Atah aapse nivedan hai ki aap bhi tatkal is tarah ka lep apne daayein pair ke angothe par lagakar corona virus sankraman se apna aur apne parivaar ka jeevan bachayein. Yeh fake news nahi hai sachai ghatna hai.,
0,"Batk huye kul corona positive mareezon ki mrityu ke sambandh mein death audit ka hawala diya gaya hai. Pichle 109 dino mein #Agra mein abtak kul 1136 cases aur 79 mrityu huyi hai. Pichle 48 ghanton mein bharti hue 28 corona mareezon ki mrityu"" ki khabar asatya hai.""",
0,Kya MS Dhoni ke saath daraar ke kaaran Bharat lauthe Suresh Raina? Srinivasan ne kiye kai khulaase.,
0,"Corona sankraman ke maamle mein America top par, Kamala Harris ne Rashtrapati Trump par sadha nishaana",
0,Jo desh ladaku viman ke chakka tak nahi bana paaye woh desh doosre desh ki ladaku viman ki asli nakli ki pehchaan kar leti hai yeh news channel waale ko scientist bana dijiye kahin do chaar ladaku viman bana de.,
0,"PM Modi ki mor ke saath photo viral hone ke baad Rahul ne bhi jaanwar ke saath aisi photo click karvayi hai. Rahul Gandhi kitaab padhte dikh rahe hain, paas mein ek gadha bhi betha dikh raha hai.",
1,"Chutiya hai saala. 
Corona sankraman ke maamle mein America top par, Kamala Harris ne rashtrapati Trump par sadha nishaana. 
Jo desh ladaku viman ke chakka tak nahi bana paai woh desh doosre desh ki ladaku viman ki asli nakli ki pehchaan kar leti hai yeh news channel waale ko scientist bana dijiye kahin do chaar ladaku viman bana dein. https://t.co/i10vX3pncp 
PM Modi ki mor ke saath photo viral hone ke baad Rahul ne bhi jaanwar ke saath aisi photo click karvayi hai. 
Rahul Gandhi kitaab padhte dikh rahe hain, paas mein ek gadha bhi betha dikh raha hai. 
Is baar #JEEMain ka paper kaisa raha? Padhiye chatron ne kya kaha. 
Cartoon ek lokpriya Spiderman-centred meme ka punaravritti hai, jo ki pradhan mantri Narendra Modi ko akela hi Bharat ko vipaksh se aur videshi taakaton se bachate hue dikhata hai. 
Bihar ke Darbhanga mein mashhoor cycle girl Jyoti Kumari ke naam ki ek 15 varshiya ladki ke saath balatkaar kiya gaya aur uski hatya kar di gayi. Media khamosh kyun hai?""",
0,Badhi desh ki taakat: America-Russia aur China ke 'hypersonic' club mein Bharat bhi shaamil.,
0,Babri Masjid ka faisla sunaane waale! 'Chief Justice' Ranjan Gogoi corona positive!👇,
1,Mummy out to beta betting karega... Beta out to mummy betting karegi... Chamchon ko hamesha fielding hi karni hai..!!🤣🤣,
0,"Agar aap FD mein nivesh karne ki soch rahe hain, toh aapko bata dein ki in bankon ne FD ki darain kam kar di hain https://t.co/NwILCO0c9c",
0,Julum itna bura nahi jitni buri khamoshi hai Hinduyon bolna seekho nahi to aane waali peedhiyan googin aur bahri ho jayengi...🚩🙏,
0,"Drugs maamle mein Rhea Chakraborty se aaj phir NCB poochtaach karega, NCB ki kal hui poochtaach mein Rhea ne maana ki drugs dealer Basit uske ghar aata tha.",
0,35000- ka challan karne par ladke ne apni car mein aag laga di aur biwi bachchon ko sadak pe pistol deke bitha diya.,
0,"Modi hain toh mumkin hain 'Ek saal pehle tak rashtra ko ye tasveer bhi dekhne ko milti thi lekin ab kisi halala ki aulad mein ye takat nahi ki wo lal chonk par rashtravirodhi takate apna dogla nach kare'' ""'Aasha hai woh bhi jaldi honge #Akhand_Bharat ka swapna jaldi poora hoga'' Sangh: Shakti: Kalyuge: @aajtak""",
0,@aamir_khan Bharat mein mach gayi haahaakar roti ke liye taali baja rahe hain yuva Bharat ki haalaat Libya Syria Taliban se bhi badtar haalaat https://t.co/L0i6fmwXvn,
0,"Sushant ne jo business deal 9 June ko ki thi, wo deal Deepesh ko Sushant ki hatya ke din hi kyun yaad aayi?",
0,Dekhiye 'Puchhta hai Bharat' Arnab ke saath Republic Bharat par LIVE: https://t.co/G945HvRmSx https://t.co/Sp5HlUOyln,
0,Rajasthan High Court ne school fees ko lekar somvaar ko ahem faisla sunaya hai. #HindiNews https://t.co/lFuuKumUPB,
0,"@Nationfirst90 @KanganaTeam Meri nahi teri kamine Ye lynching ki ghatna Uttar Pradesh ke gaav Kaamand ki hai jo Haryana border par hai, isme se ek aadmi ko qatl kar diya jo Bulandshahr ke Raunada gaav ka hai, 3 din pehle bhi Saharanpur mein lynching mein ek aadmi ko qatl kiya gaya, Yogi ji in logon ko kisne hak diya ki ye kisi ka qatl karen. https://t.co/mQCGmPnxEY",
0,"Kashi ke Dom Raja ka pad Bharatiya sanskriti mein vyapt vividhta, vyapakta aur samajik samarasta ka pratik hai.",
0,Baba Vishwanath ke aise sachche upaasak Dom Raja Shri Jagdish Chaudhary ji ka swargavaas atyant dukhad hai.,
0,"Unka nidhan sanatan parampara aur Bharatiya samaj ke liye ek apooraniy kshati hai.""",
0,"1. ""Kol India Limited-CIL ne 500 projects ke vikas par 1.22 crore rupaye ka nivesh karegi https://t.co/k51jBPOuw8""",
0,"2. ""Tinder ne Pakistani karrwai par koi tippani nahi ki hai.""",
0,"3. ""Jab corona sadron mein tha to Modi ji ne sambhala, hazaron mein pahuncha to mukhyamantriyon ne, lakh mein pahuncha DM ne & jab isse bhi upar gaya to ab janta ne morcha le liya hai. @INCIndia""",
0,"4. ""Railway ne August mein 9 crore 40 lakh ton maal dhaulai ki https://t.co/wOJ57i6mTH""",
0,"5. ""#Facebook ki dakshin Asia public policy director Ankhi Das ko jaan se maarna ki dhamki mili, Delhi Police ke saamne apna bayan darj karaya @NeerajGaur_ https://t.co/o8bK9uzTSI""",
0,"6. ""Times Now channel kuch dinon se desh mein dharmantaran par special program dikh raha hai. Usmein yeh baat samne aayi hai Andhra Pradesh mein Isai abadi 25 pratishat ke upar ho chuki hai. Jabki kagazon mein ye sirf 2.5 pratishat hai. Yehi haal poore desh mein hai. #StopConversionKilling""",
1,"7. ""@ThePushpendra_ Nahi aur yeh kamina is desh ka kabhi bhalaai ki nahi sochta yeh sirf apna ghar bharta hai. Supreme Court mein aap arzi lagao wahi se kuch ho sakta hai varna lower court mein aise hi samay aur paisa ki barbaadi hai wahaan bahut se vakil hain jo free mein case ladte hain unse milna padega media mein bhi apni baat Jantar-Mantar par khade hokar kahni hogi hum sadaiv saath denge #ReportForSSR | Pithani ne CBI ke saamne khole raaz-'Sushant ke credit card par shopping karti thi Rhea, ghar ka samaan bhi becha' https://t.co/SoVy7ncqm1""",
0,"8. ""TCS aur Granules India jaise shares par aaj rakhein nazar, hoga fayda! https://t.co/lNIB9kIpqf via @NavbharatTimes""",
0,"9. ""1 September se pradesh mein lagbhag 500 jagah 'Oxygen Jaanch Abhiyan' chalaneki taiyari ke tahat pradesh adhyaksh @PankajSinghAAP ji ne pradesh karyalay Bhopal mein zilawar oximeter vitran ka kaam shuru kiya. .@ArvindKejriwal .@AapKaGopalRai .@AamAadmiParty https://t.co/0qH4mwSOkO""",
0,"10. ""'JNU deshdrohi hai aur Pakistan ka samarthak hai' ke baad hazir hai 'Mumbai deshdrohi hai aur Pakistan jaisa hai' Yeh bhakt kaunsa ganja phunkte hain..?""",
0,"11. ""Indian Railways: 14 lakh karmachari aur Railway Board mein member staff ki post khatm https://t.co/OQrGxP9YeE via @NavbharatTimes #Railway #ModiGovernment""",
0,"12. ""Bharat ne kaha, China ke sainikon ke saath Ladakh mein jhadap, kya kehna hai China ka? Story: Team BBC Aawaz: Bharat Sharma https://t.co/Re6GyZVmbY""",
0,"13. ""Court ne jaari kiye poojan se jude disha-nirdesh, koi bhi shraddhalu panchamrit abhishek nahi karega #SupremeCourt https://t.co/6jWYxHlJQa""",
0,"14. ""PM Modi 10 baje Pranab Mukherjee ka antim darshan karenge #Morningnews #PranabMukherjee #PranabDaLastRites https://t.co/0LudmXSKCz""",
0,"15. ""RT @ShilpiSinghINC: Naukriyan is kadar khatm kar do ki har shakhs ko dharm khatre mein lage aur vah bhiḍ ka hissa ban satta ka hathiyaar ban ke samvidhaan ko aankh…""",
0,"16. ""Kal aisa lag raha tha jaise andhbhakton aur sadakchhaap dalalon par kisi ne keede maarni wali dawa ka chhidkaav kar diya ho. Sab ke sab bilbila rahe the 😄 @Nargis_Ansari73""",
0,"17. ""Purva Rashtrapati #PranabMukherjee ke nidhan par desh ke ganmanya vyaktiyon ne apni samvednaayein jatayi WATCH: https://t.co/oSw9ZQ7SnC https://t.co/R3I4zUAuEA""",
0,"18. ""Kolkata Knight Riders ne do baar 2012 aur 2014 mein khitaab apne naam kiya tha, halanki iske baad vah pichhle chhah saalon mein final mein bhi nahi pahunch pai hai. #KKR #IPL2020 https://t.co/9VFI3pkI9q""",
0,"19. ""Mumbai ke hospital mein bharti Rishi Kapoor ka ye aakhiri video hai, jisme Rishi Kapoor ka ilaaj kar rahe doctor ne unke upar filmaya gaya gaana gaya....""",
0,"20. ""#ENGvsAUS, #SemiFinal2: Smith ki ardhashatkiya pari ki badolat Australia ne England ko diya 224 ranon ka lakshya https://t.co/qCIe61zvCO https://t.co/WlbrG6saFZ""",
0,"1. ""UP bana Mahajangal Raj. Ab tak aapne suna hoga ki insaan ya car sawaar ka agwa kiya jaata raha lekin ab to bas hi agwa ho gayi. @INCIndia""",
0,"2. ""11 September ki raat cheeni sena ne dobara LAC par ghuspaith ki. Cheeni sena ne Bharatiya sena ko Black Top Hill se hataane ki koshish ki thi aur is koshish ko Bharatiya sena ne nakam kar diya.""",
0,"3. ""Dhara-188 ke tahat 2,11,838 logon ke virudh FIR darj ki gayi. Pradesh mein ab tak 1,39,72,092 vahnon ki saghan checking mein 70,304 vahnon seize kiye gaye. Checking abhiyan ke dauran ₹71,70,69,959 ka shaman shulk vasool kiya gaya: ACS, Grih aur Suchana, Shri @AwasthiAwanishK ji""",
0,"4. ""Ek haftay mein test honge dogune, ghar par bhi milegi oxygen. #Delhi #ArvindKejriwal https://t.co/cGe3Lp8wWk""",
0,"5. ""Jisko aapne pyaar kiya tha aaj bhi unki yaad aati hai aur aapki aankhein nam ho jaati hain 😢😢😭😭😰😰""",
0,"6. ""*B.J.P. vidhayak Anil Upadhyay ki is harkat par kya kahenge Modi ji,*",
0,*Ek police adhikaryachi hi paristhiti nirmaan ho sakate hain.*,
0,"TV samachar senal wale dalalon aap aisa video kyo nahi dikhha rahe ho""",
0,"7. ""Kendra sarkar ne karmachariyon ke liye nayi guidelines jaari ki hain jisse corona sankraman ko phailne se roka ja sake. Keval asymptomatic karmachariyon ki entry, containment zone mein rahne vaalon ko bahar nikalne ki zarurat nahi.""",
0,"8. ""Purva Rashtrapati #PranabMukherjee panchtatva mein vilin, Lodhi Shamshaan Ghat par rajkiya samman ke saath kiya gaya antim sanskaar https://t.co/pRqJHShyAk""",
0,"9. ""Desh ka apmaan nahi sahega Hindustan, Facebook ki ankhi Das ne tirange ka cake banaakar kaata'!""",
0,"10. ""#Lalitpur hatyaron ke khilaaf kurki warrant jaari, Raghunandan Baidya hatya ke baad se hai faraar, Odisha mein sasuraliyon ki hatya ki thi, Lalitpur aur Odisha police kar rahi talash, sadar kotwali ke Chaubaga ka mamla.""",
0,"11. ""Ye hai 'Beti Bachao, Beti Padhao' BJP ke jordaar naare. Kise bachao? Betiyon ke saath UP ho ya Bihar sabhi jagahon par bhedi-bakri ki tarah durvyavahar ho raha hai. Modi tere raaj mein betiyon lut gayi bhari bazaar mein. Jis desh mein betiyon ki aisi dardasha ho to har maan ko kya karna chahiye?""",
0,"12. ""Aadarneeya PM Shri @narendramodi ji yuvao ke jeevan ko ujjwal banane ke liye aharnish prayatnashi hain. Yuvao ko unki ruchi, pratibha, kshamata aur kushalta ke anuroop maan-samman prapt ho, yah Pradhanmantri ji ki neetiyon ka aadhar hai.""",
0,"13. ""#Ghaziabad sabse bade commercial market RDC ke Ansal Building mein gira lohe ka pillar, kai do-pahiye vaahan kshatigrast, ganimat yah rahi ki logon ki jaan bach gayi, ho sakta tha bada haadsa, builder ki laparwahi ke chalte kai logon ki jaan par ban gayi thi.""",
0,"14. ""@sambitswaraj Sambit Patra BJP ki or se akele pure vipaksh par bhaari padte hain, inke bina TV debate dekhne ka mann nahi lagta. Kiskiski ko aisa lagta hai? 🤔❓""",
0,"15. ""Asangathit kshetra ke kaamgaaron ke liye khushkhabri, sarkar karne ja rahi hai yeh bada kaam""",
0,"16. ""Maharashtra sarkar - kitne aadmi the? BMC - sarkar sirf ek hi mahila thi. Hum sabki vaat laga di sarkar..🙏""",
0,"17. ""Desh ye dard nahi bhulega! School se ghar aate bachche ko bhi dangaayon ne nahi chhoda! Ab tak ek bachche ki jaan lene tak ki khabar desh ke saamne aayi hai! Delhi dange ki social media par aayi hui ye dardnaak tasveer! Kya kasoor tha is bachche ka? Desh ye dard nahi bhulega!""",
0,"18. ""Kya aapko pata hai 'Orange Cap' ke maayne? Ye kamal ka karnama 3 Bharatiya kar chuke hain #IPL2020 https://t.co/KoPluO8Z1D""",
0,"19. ""#Karnataka desh ke un 5 rajyon mein hai, jahan corona ki wajah se sabse jyada mauten hui hai. Phir bhi kyun in baaton ko kiya ja raha nazarandaaz? | #CoronaVirus https://t.co/MBXTi2FWkZ""",
0,"20. ""Is saal kisan bharose desh ki economy, ekamatra krishi kshetra mein positive growth https://t.co/6ThbC4cOlY via @NavbharatTimes #Farmers #agriculture #farming #IndiaGDP #GDPGrowth #GDPData #GDP https://t.co/UuXkz0Tn8u""",
