Foul,Post
1,"Instead of calling each other hoes, girls should be supporting each other. Idk that's just me though."
1,Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.
1,The fuck mickey d's gave me... some cookies in a big mac box!! http://t.co/5NWXPQXHnF
1,RT @Dino_FooL: Y'all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy&#8230;
1,"@firemunky When did we become a nation of giant dripping whiny pussies, anyway?! MAKE THIS DUDE PRESIDENT! Of Iraq, even. He's the MAN!"
1,@Lion_of_Gray @roodawg1971 @mrfayoh @khanye_s @sas2afoundation here's my opinion on the matter..... She's a cunt.
1,"Damn ""@JonnieSantana: It's kinda trash man RT ""@80sbaby4life: How many of you actually have had a threesome. Honestly"""""
1,"@MikeTheStatey #Sequester 
Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!"
1,RT @YunGMiGo: Spit da same game to hoes like da same clothes money bring power so we like a bankroll @Shane_A1
0,"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24"
1,@sevensixxx_ @oldirtyjesus great reply except it was trash
1,I got 99 problems but a pussy ass bitch ain't one ;)
1,Spongebob ass niccas fr
1,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe
1,"One time in high school, this girl told my friend that he needed proactive. So he told her she needed weight watchers. HAHAHA bitch."
1,@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift
1,gonna have them pussies mix up some concrete today. teach them to pose like me. I am a badass motherfucker. and I will let you be too (:
1,"RT @Fratfession: ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon"
1,If you not his momma or his sisters goodbye bitch! I do not have time for that.
1,&#128553; monkey mad
1,idgaf bout no basic bitch
1,RT @YBeJeff: When you ate the pussy but yeen think she was gone tell anybody&#128555;&#128555; http://t.co/WgIHekh5qb
1,@Bossman_Carl nigga I didn't have no change.yall some hoes for Tryna shoot know y'all can't shoot
1,RT @tupactopus: bad bitches get in free night at weenie hut jrs
1,@NyJusDntGAF what's up nigger &#128513;
1,RT @kaaatt0: I'm snatching all your bitches at my leisuuuure
1,@lauchiemac_ fag
1,RT @versaceezy: i aint gonna text first cus pride bitch
1,RT @AnunnakiGod: bitch what ocean is this?? http://t.co/YLkR2GeJ1Z
1,&#8220;@FunnyPicsDepot: how black bitches drive when they song come on https://t.co/u50OmK2JY6&#8221;@KellieNehls @smichellelo
1,i hate ah dirty house!!! foul living bitches
1,Want some cheese with that whine bitch ?!
1,"RT @ChaseMyChucks: ""@viva_based: @CallME__Jetson hoe ass nigga. &#128529;""Hoe Ass Nigga x2"
1,&#8220;@ResiDinero: @TonyJetsFoo lol haha&#8221; hahahahahahahahahaahah deez nuts bitch
1,"@FreddieGibbs Lol, always with the complaining and crying. Just like when Jeezy broke up with you cause your a moaning old bitch."
1,@ResiDinero ya bitch crib
1,"RT @MattieTrump97: Win % since pile of trash @jairusbyrd went to New Orleans:

#Buffalo:1.000
#NewOrleans:0.0000000000000

#FuckByrd
#WhoNe&#8230;"
0,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house."
1,Be my backbone every nicca need a spine
1,@steveeearley @TheChaseUSA @MarkLabbett That cracker as big as he looks on TV?
1,"RT @Tweets_NOchill: If she ever been on a club flyer, She a hoe."
1,"RT @YABOYLILB: teacher: eyes on your own paper

me: bitch i only have eyes for da paper

*throws cash everywhere*"
1,"@TechN9ne why did they add your name all ghetto like that? Looks like they used label maker, lol!"
1,I would leave my crib and go somewhere but I'm pretty sure I'll die cause if my bitch ass car sliding everywhere
1,I didn't wanna see your hoe ass pictures anyways. Take care of your fuckin kids too.
1,RT @Torriable: I want to leave but he said he was going to eat my pussy - now I'm afraid to go and leave my cat alone with him
1,"Saw a vine of Kobe calling Dwight Howard ""you a bitch ass nigga"""
0,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6
1,"I hate when I see a thick bitch on Instagram, then she show up looking like a teddy graham."
1,Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else
1,@MakEitSndGoOd @Fewjr we block us then and see what happens. You think we on ya high yellow ass now. Just watch
1," From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http://t.co/IIHcPFiyQu"
1,@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.
1,Tell a hater I said fuck you tell your bitch I said fuck you
1,"Shyyyyyt, 12 hours ain't no hoe... &#171;@_SHAYALICIOUS_ This fulltime..12/hr plus overtime and benefits sounds real good to me&#187;"
1,bitches http://t.co/NNg2e1Wmx9
1,RT @MarshallTaylor_: You got niggas and I got bitches.
1,"Wayne went ape shit on tht ""Krazy"""
1,RT @craigslistlove: I want to eat as much pussy as I can before Lent. - m4w - 29
1,RT @HighSociety26: These old hoes is madddd that @DrayaFace and @MalaysiaPargo slayed they attire!!! #BasketballWivesLA #DrayaMondays #Mala&#8230;
1,@irwinhype thank you so much. it was a bitch move of her to pull. but thank you &#10084;&#65039;
1,RT @NYTMinusContext: kill whitey
1,"""Who the fuck you callin jiggaboo, nigga?!"""
1,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
1,@Ranae_26 i can't why you up hoe &#9825;&#9825;
1,I'm thankful for dem big booty hoes doe #realtalk
0,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.
1,I can't with this disrespect ass bitches
1,Pass interference you dumb ass zebra jerks
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy Florence shoves a dildo in her hairy red pussy http://t.co/4DM8Fpcb2d"
1,RT @verseunanswered: Did those bitches from Frozen ever build a snowman?
1,My po heart still beatin fast da way dat nigger scream into dat microphone. I felt like I be at da welfare office and cut da line
1,"Always wanted to fuck that bitch, thank you god I fucked that bitch"
1,Leap tall hoes in a single bound.
1,&#8220;@HighClassCapri: @what_evaittakes woke up and bitches was not here lol&#8221;I wasn't angry wit my hoes&#128514;
1,@rbigwood @GameOfArmsAMC of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!
1,@OMG_itsBrooke hey hoe
1,&#8220;@lopezbrittaney: How do you have a beautiful female and still find a way to fuck w/ ratchet hoes.. I don't get it&#8221; &#128079;&#128079;&#128588;&#128075;&#128588;
0,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.
1,Happy Friday bitches #kimorablac http://t.co/SKpKf0fGNe
1,@FabianMleal no bitch lol I'm not about that life anymore
1,OT nicca word to the nigga who played jesus
1,@_SqueezeMeBaby don't tell the dumb hoes that
1,Young bitches talk about their new man ALLLL DAY....as if anyone is really intrested in that shit lol
1,RT @Yung_Mizzo: I got money I don't need u bitch
1,She gonna pop that pussy for a real niggaa
1,RT @Im_Flashy_Bitch: Bitches be like go talk to ya other bitch bitch you is my other bitch
1,RT @UNCLERUCKUS_BD: Andrew Bynum got traded and then they waived him the very next day... a nigger can't keep a job
1,"@_LezzzBeHonest 
Me bitch!"
1,were gunna shake our honkey tonk badonkadonks (': @SAMMI_boyden
0,"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?"
1,@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.
1,All you hoes middle name isn't Nicole &#128530; The jig is up..
1,these bitches be wasting time on some ungrateful niggas
0,"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos"
1,I don't live for you hoes man
1,"RT @JoeBudden: So the woman I deal with is trying her best to make ""entertaining"" a bad word... ""U be entertaining these bitches"" lol"
1,@_dinora_e jk i would be a bitch if i got them done !
1,"@ThatAssholeAlan bitch ass nigga, heres a new belt for you http://t.co/EfxQnxeewQ"
1,RT @caseoftheKink: Some men say they&#8217;re afraid of having daughters bc they don&#8217;t want them to turn into &#8220;hoes&#8221; or w/e.
1,It's a sad sad day when a bitch loses her sponsor
1,Fat Trel that niggah &#128076;
1,It's ok to tell a nigga he trash and a feature will never happen fam.
1,fuck ah bitch all I think about Is commas!!!
1,Damn some Oreos would be so fucking clutch right now!!!
1, Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http://t.co/av9YPjtwxn
1,@samzbikowski chug ranch
1,Look at this bad bitch @rachel_dority http://t.co/jnnqWISao5
1,RT @MsJoseline: If you going to fuck on camera at least be a freak not a boring 45 year ol lady. What they got this hoe under. Granny porn?
1,RT @GetRKOd: Have a seat drunk bitch #RKO https://t.co/6XpNyr1Jbn
1,&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;
0,Charlie Sheen wants to return to 'Two and a Half Men' | http://t.co/kVMDoGDcLQ
1,Pop that pussy for a real nigga
1,@DON_Le3GGG @TripleCz_3G Chatt niccas love doin dat brah
1,"@kieffer_jason keep talking I'm going to make when u can't talk, u going to be talking like a retard"
1,Yall couldn't wAit till Halloween to dress up like hoes
1,What a hoe lol
1,"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol"
1,When i see a SUPER bad bitch and she happen to be from my city i just feel the need to shoot my shot.
1,"RT @MrCouture: I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;"
1,Craving brownies &#128553;&#128553;
0,@wienerherzog Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet
0,"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet"
1,Them queer ass shorts Rabchenko got on
1,@patrickkimmis @White1979 Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
1,Another bad bitch fuck her for a hour another cigarette another nut another shower
1,RT @AmberrrNicollle: You're such a fake bitch hahaha
1,Fuck a bitch flip a brick
1,"RT @intelwire: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;"
1,@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.
1,&#8220;@LoveLifeEst13: lmao @West305 &amp; Aero sound young af talking bout hoes n weed n shit&#8221; @Finesse_iAm brah you gotta listen to this shit
1,Betta ask round these streets bitch bout Jay
1,Maybe if you weren't such a conceited bitch more people would like you.
1,"RT @collegefession: ""We're putting long hard dicks down our throats the least you could do is lick a little pussy #returnthefavor"" - Illino&#8230;"
1,RT @jay_gee24: Damn it wigga &#128514;&#128514;&#128514;&#128514;
1,&#8220;@JalapenoBright: This hoe waited until she got 45 to make a sextape chile.. http://t.co/r9gMmImakO&#8221; OH MY LORD&#128561;
1,"RT @jewtanski: When you has a frownie, eats a brownie"
1,I fucked the shit out yo bitch yesterday til she couldn't stand straight she called me earlier asking could she come and get a replay
0,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/8KUzaPFCMF
1,RT @vackra_lognn: I don't know why I go on that pancake face bitchs twitter. She gets me tight every time
1,RT @WomensHumor: Monday was SUCH a bitch today.
1,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge."
1,"@Steve_wojtkiw @EmmaLouisaSuttl Wise decision,this Alfie must be a right mong."
1,I'm lactose and hoe nigga tolerant
1,I'm obviously not talking about CoD because that game is for queers.
1,RT @bigshaadswerver: Yu take this money we gon throw a party on that pussy
1,So much white trash at this demo derby &#128514;&#128079; &#127482;&#127480;
1,Glad I bossed up on my old hoes &#128170;
1,"""@RenegadeMo: Fat hoes get chose"" lol"
1,My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go
1,Don't be mad cause yo bitch Choosin and I put her ass in the Jacuzzi SPLASH
0,RT @mathewsjw: Muslim Jihadi fighters book tickets on cruise ships to Syria and Iraq&#160; http://t.co/auFmcZ01Y3
1,I thought it was Legal to beat yo hoe!
1,@b_shiznitt @italian_montana wtf you bitches seen this without me
1,they gotta sell they ugliness &#128514;&#128514; &#8220;@BADi_am: Ugly bitches be the most stuck up ... Like bish what &#10067;&#128553;&#128514;&#128514;&#8221;
1,RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.
1,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.
1,RT @fitemeirl1v1: Lol everyone's a lil bitch
0,so. mad... We live in a world where whitey can go to jail for a word other folks wear right on their hats &amp; tshirts. If I wore that shirt...
0,Every spic cop in #LosAngeles is loyal to the #LatinKings
1,RT @_xMaiya_xMonike: What's the difference between a main &amp; a side bitch ?? Shit y'all both getting feed lies &amp; dick!
0,"RT @kevinkoski: If Jeremy Lin dunked on Lebron in a Yankees cap, and then celebrated by Tebowing in front of Brett Favre, would ESPN exp ..."
0,Up too early the damn birds are still chirping smh.
1,RT @asap_marlene: &#128546; a bitch that don't like you always gone think you ugly. &#128514;&#128513;&#128564;
1,@wboundurant92 like I said drose needs to stop being a pussy lol
1,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;
1,@TheDailyShow well then with all further ado get da fock out ya lil bitch
