Foul,Post,language,Unnamed: 2
0.0,"9. ""Samsung Galaxy Z Fold 2 ki launching aaj sham 7:30 baje, yahan dekhe live event",hindi,
1.0,But I callin out da race card. Ain't no colored podcasts out dare,english,
1.0,"RT @WhenEminemSaid: When Eminem said ""Call me a faggot, cause I hate a pussy"" http://t.co/emkB7oSgqD",english,
0.0,@KodyMark1 go Yankees,english,
1.0,@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger,english,
1.0,Kali choot ki jhant,hindi,
1.0,Kutiya ke kale bobe,hindi,
1.0,"@Helgasfishtales omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",english,
1.0,Pass interference you dumb ass zebra jerks,english,
1.0,"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job",english,
1.0,Fairy tale world lmao,english,
1.0,"Cloud stay stealing peoples phrases first she takes jens by saying ""friend"" then she takes mine by saying ""my nigg"" get your own my nig dam",english,
1.0,@MakEitSndGoOd @Fewjr we block us then and see what happens. You think we on ya high yellow ass now. Just watch,english,
1.0,Errrnigga tryna fuck the next nigga bitch not knowin his bitch is the next nigga bitch,english,
1.0,These lame bitches don't have a fighting chance....!,english,
1.0,Up in this bitch like elevators,english,
1.0,RT @ChiefKeef: That pussy Ain't yours broski. It's jus your turn!,english,
1.0,"RT @Bi6hop: Twitter jail is pointless your suppose to tweet , they need instagram jail for hoes doing Shout out for shout out all fucking d&#8230;",english,
1.0,"@BRIdifferent good dnt be a sucker for these sad mad bitches,",english,
1.0,@morgan_mccubbin fake bitches.... #nicetry,english,
1.0,"@Lillian__Taylor I'm apparently the ""Good Luck Chuck"" of bitches. -.-",english,
1.0,"RT @KermitIsASnitch: You always say we dont love these hoes, yet yo girl a hoe... http://t.co/EuoOl79WDQ",english,
0.0,"rajneetik karyakramon evam anya samoohik gatividhiyon ko (adhikatam 100 vyakti) shuru karne ki anumati hogi: ACS, Grih evam Suchna, Shri @AwasthiAwanishK ji"" - Metro rail will be operated in a phased manner from September 7, 20. From September 21, 2020, permission will be granted to start all social, academic, sports, entertainment, cultural, religious, political programs, and other group activities (maximum 100 people): ACS, Home and Information, Shri @AwasthiAwanishK ji.",hindi,
0.0,"Desh mein corona ke 90 hazaar se adhik naye maamle, pichle 24 ghante mein 1000 se adhik mauten #IndiaFightsCorona #COVID19 https://t.co/vz6mRCzQkG",hindi,
1.0,@Laurenlablue11 basically we ain't got room for basic bitches.,english,
1.0,"It is impossible for females to be players, pimps, etc... They're called hoes",english,
1.0,"Always wanted to fuck that bitch, thank you god I fucked that bitch",english,
0.0,"""Bollywood actor Sushant Singh Rajput suicide case mein CBI pehli baar Rhea Chakraborty se poochtach kar rahi hai. #RheaChakraborty @pramodsharma29 https://t.co/tTOVVj6TUM""",hindi,
1.0,"RT @RMcElhenney: New to the game but as I understand it, the first rule of soccer is ""whichever team acts more like a bitch shall be awarde&#8230;",english,
0.0,@ZeeNews Mumbai mein lage Pakistan Zindabad ke naare vah bhi mantri ji ke samne,hindi,
1.0,RT @wizkhalifa: Respect the man with vision and a gang of bitches to follow it.,english,
1.0,@ohso_blessed @Wale lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha,english,
1.0,pussy ass bitches,english,
1.0,"Im done with life""@Gmel_Genuine: Im just ready to wake up and have pussy for breakfast everyday""",english,
0.0,@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.,english,
0.0,Dekhiye 'Puchhta hai Bharat' Arnab ke saath Republic Bharat par LIVE: https://t.co/G945HvRmSx https://t.co/Sp5HlUOyln,hindi,
1.0,Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other&#8230; http://t.co/CCm3aoiSbP,english,
1.0,@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.,english,
1.0,"to me niggas cheat on they bad bitches bc they think they can get more bad bitches, that one girl will give em a big ass ego",english,
1.0,The music stop playing and all you hear is fuck you bitch I'll Spit on you &#128514;&#128514;,english,
0.0,"1. ""Shikshak Diwas ke uplakshya mein Bhiwani mein 51 shikshakon ko sammanit kiya @cmohry @DiprHaryana @diprobhiwani @Bhiwani_DC @chkanwarpal",hindi,
1.0,@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit,english,
0.0,"Yeh video haal hi mein durghatnagrasht huye Ethiopian Airlines ka hai. Boom ne paya ki viral video 2013 se hai aur Afghanistan mein durghatnagrasht Dubai ke ek cargo malvahak vimaan ko dikhata hai, na ki Ethiopian Airlines yatri vimaan ko jo haal hi mein crash hua tha. Is vimaan mein sawar sabhi 157 yatriyon ki maut ho gayi thi. Haal hi mein hue Ethiopian Airlines ke crash ka video",hindi,
1.0,@iH8TvvitterHoes @breezyfrmdablok what do you mean nice try? I'm right nigga. You a faggot. If you wanna argue bout anything else continue,english,
1.0,Happy bday @wizkhalifa I love you my nigguh #livingLegend,english,
0.0,"RT @ProBirdRights: i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230;",english,
1.0,ek baap ka hai toh samne aa,hindi,
1.0,I'm beating bitch jay jay ass when I see this nigga . I really ova here dead tho &#128557;&#128514;&#128128;&#128514;&#128079;,english,
0.0,"14. ""Jaise apna ghar banane ke liye roz thoda thoda paisa jodte hain, apne parivaar ko surakshit banane ke liye Hindu sangathano se judna shuru karen! 🙏""",hindi,
1.0,I really wish I owned a rocket launcher to use on every retard driving in front of me today #roadrage,english,
1.0,Randi baaj,hindi,
1.0,Tell a hater I said fuck you tell your bitch I said fuck you,english,
1.0,u a stupid hoe,english,
1.0,@FightNightX @NMF4Life khan has been facing nothing but trash since his L to Garcia,english,
1.0,"Shawty pussy wet, the dope drippn wet &#128166;",english,
1.0,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF,english,
1.0,"RT @JustCurrieOn: @west2quick @Christooshifty lol aye watch to mouth, you like when I mention you faggot",english,
0.0,@sambitswaraj bheekha: Tumhare paas kitna dhan hai? Magan: Baat hi mat kar bheekha 15 lakh to Modi ji ke paas pade hain - aur paanch bori aalu Rahul ji ke wahan sona banane ke liye rakhe hue hain.😆 Jab tak Modi ji 15 lakh rupee nahi de dete tab tak pradhan mantri ke pad se hatne nahi dunga.😂😂,hindi,
1.0,"Now put Ya ass on this dicc, let me know you that baddest lit bitch.",english,
1.0,Ha.. Who can get the pussy quicker these days,english,
1.0,Tendue ke tatte,hindi,
1.0,"&#8220;@FriendlyAssh0le: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;",english,
1.0,@bigshaadswerver @Alejandro_Bihhh I haven't seen that hoe,english,
1.0,behen ki lodi n chodhdia uss lund k liye,hindi,
1.0,Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win,english,
1.0,"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller",english,
1.0,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;",english,
1.0,There are some retarded ass movies on Netflix,english,
1.0,"@NYRKelsMads @DaniloNavarro85 Hey fag, I said this was your aunts. *He* said it was you.",english,
1.0,She said to bring a bitch of mine &#128514;done &#128514;&#128514;&#128514;,english,
1.0,RT @KreoleKilla: Fighting over a hoe is one of the lamest things you can do,english,
1.0,"I really don't be pressed for bitches on social media...

Do I talk to them? yes. 

Do I want them..... http://t.co/6wKvVpsXqP",english,
1.0,Do y'all remember when Twitter took away @karrueches verified check after Chris Brown broke up with her lmao stupid bitch,english,
0.0,"17. ""Loni, Ashok Vihar abhi Delhi dange ke kuch hi din beete #ArvindKejriwal ke Delhi mein khule aam di ja rahi hai jaan se maarna ki dhamki! Aapke mantri UP mein nigah gadaaye baithe hain, Delhi bhi ab Bengal ke raaste par chal pada hai kaha ho kaafiron dekho Delhi ki haalat Kejri sarkar ne haath khade kar diye hai."" - Loni, Ashok Vihar, just a few days after the Delhi riots, life is being openly threatened in Delhi by #ArvindKejriwal! Your ministers are eyeing UP, and Delhi is now following the path of Bengal. Where are you, infidels? Look at the situation in Delhi; Kejriwal's government has made things worse.",hindi,
1.0,This ignorant bitch on msnbc said police have no training on their weapons. SMH,english,
1.0,"@HomoHulk told you them bitches was mad even, g.",english,
1.0,pakki cchut h,hindi,
1.0,I think every bitch wit a tongue piercing suck dick im just being real,english,
1.0,"Just started my upgrade for the level 2 dark elixer drill! 1,500,000 elixer. That was a bitch to get.",english,
1.0,Kutiya ke kale bobe,hindi,
1.0,RT @MoneyHG: I love pussy,english,
0.0,#VALUE!,hindi,
0.0,"""Jang' ki aad mein China ki bhukmari ko chhupa rahe Jinping, 1962 mein bhi aise hi the haalaat""",hindi,
1.0,@tay_waldon onlife yal niggas funny man lol Lonnie was suppose to get out of that bitch after he was up a band smh,english,
0.0,"7. ""RT @Kavita_Meena01: Nijikaran aur Sarkari me farq samjhiye.",hindi,
1.0,chinki  cchut lega,hindi,
1.0,@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch,english,
1.0,Thats bc she is crazy! LoL thats my nicca tho! RT @PACOS_way: Man I swear idt nobody mom is cooler than mine yo.,english,
1.0,tu gand si shkl k,hindi,
1.0,"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch.",english,
1.0,"Oh ""@SoNi99a_: i hope Dre falls dickhole first into my pussy """,english,
1.0,@kim92493 @_NikeCaptain_ @Tae_Rhodes I was implying you we're the bro &amp; them two aint nothin but lil hoes..c'mon now I or you Kim,english,
1.0,Buddy a fruit &#8220;@Deion_MVO: @Vonteeeeee Brandon said you a dirty ass coon&#8221;,english,
1.0,bhai meri gand faatt rhi h,hindi,
0.0,"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",english,
1.0,"@MIKEB_IN_THE_D you're still a free world bitch , don't deserve your 313 area code !",english,
1.0,"Old hoe lol @TheShugAvery RT @moyizzy: My juice is gone, I'm just an old bitty now",english,
1.0,@dustincmc @KevinKillsThngs ghetto=black,english,
1.0,"RT @RealBobbyJay: If a mf really like you&#9786;&#65039;, they'll drop all their hoes&#128108;&#128109;, exes&#9995;&#128530;, &amp; groupies and focus only on you.. &#128107;",english,
1.0,"RT @thecrewfinest: ""@187XO_: Me and ma niggah @thecrewfinest In the Func fucccccccked upppppp &#128514;""I'm Here On!!!",english,
1.0,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",english,
1.0,jhant si shkl k bsdk,hindi,
1.0,You said I texted u and told u I missed you? Yeah I did bitch like 4 weeks ago. Grow up,english,
1.0,Smh ma niggah,english,
1.0,@blowme you mean trash.,english,
0.0,Let the jig commence http://t.co/pqvJiEvqZa,english,
1.0,Project pay is just a soft ass little bitch.,english,
1.0,"OMG , I'm high as a bitch ! &#128514;",english,
0.0,"18. ""Kolkata Knight Riders ne do baar 2012 aur 2014 mein khitaab apne naam kiya tha, halanki iske baad vah pichhle chhah saalon mein final mein bhi nahi pahunch pai hai. #KKR #IPL2020 https://t.co/9VFI3pkI9q""",hindi,
0.0,"Moto G9 Plus ke specifications online leak, kimat bhi aayi saamne https://t.co/GyiiLn3ehf",hindi,
1.0,Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture http://t.co/LFpQ4fHr9F,english,
1.0,All I want for my birthday is a big booty hoe.,english,
1.0,Meek do some nut shit one time he a bitch I guess y'all forgot all the hoe shit Wale did on twitter oh ok &#9749;&#65039;&#128056;,english,
1.0,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather,english,
1.0,U wont see me sober less i got court Mary the best bitch in life,english,
1.0,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages",english,
1.0,Don't be mad cause yo bitch Choosin and I put her ass in the Jacuzzi SPLASH,english,
0.0,"13. ""#Ghaziabad sabse bade commercial market RDC ke Ansal Building mein gira lohe ka pillar, kai do-pahiye vaahan kshatigrast, ganimat yah rahi ki logon ki jaan bach gayi, ho sakta tha bada haadsa, builder ki laparwahi ke chalte kai logon ki jaan par ban gayi thi.""",hindi,
1.0,@wboundurant92 like I said drose needs to stop being a pussy lol,english,
1.0,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",english,
1.0,@CayMarieee bitch ion got no attitude &#9995;&#128514;&#128557; sorry hoe I'm shaded Rn,english,
1.0,U bitches still fuccin bush,english,
1.0,"15. ""@KanganaTeam Kutte ko ghee hazam nahi hota aur tum to is nachaniya ko izzat de baithe, isko rajneeti mein jahan pahunchana tha pahunch gayi. Lekin aatankwadi to kisan hue na. Yeh sarkar ki hi pravakta samajh lo. Ab wo Hindutva wale apna dharm nibhate raho isnai to thare bap dade bhi #Aatankwadi bana diye.""",hindi,
1.0,kl teri mummy se milke aya raat ko,hindi,
1.0,I sho do miss my Uncle Tom,english,
1.0,"Instead of joining sports teams, hoes be joining Twerk Teams.",english,
1.0,RT @teekaydont_GAF: @WestSideFlee out here sending hoes clean off fse !!!!&#128514;&#128514;&#128514;&#128514;,english,
1.0,"RT @LMAOAtBASICS: Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king &#128553;&#128553;",english,
0.0,"https://t.co/HqqSL88gIj""",hindi,
1.0,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,english,
0.0,"Yeh Jammu aur Kashmir ka ek navin-tam video (16 August) hai, Srinagar ke upnagariya ilaake jahan Bharatiya sena ne 4 hirasat mein liye gaye Kashmiri ladkon ko manav dhal ke roop mein istemaal kiya takki Bharat-virodhi naare lagane wale ladkon ko roka ja sake aur bahadur sainikon ne unhein gaali dete hue kaha ki Ab patthar fek do.""",hindi,
0.0,"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn",english,
1.0,kaha chali pyaari ab kya maa chud va ke manogi,hindi,
1.0,"RT @RiddMcCoy: Where is everybody getting this ""fuck her right in the pussy"" sayin from?",english,
1.0,march is about to get mad! #marchmadness #collegehoops #indiana #iubb #hoosiers,english,
0.0,"""Bollywood film abhineta Naseeruddin Shah ki tabiyat bigdi, aspatal mein bharti, kayi dino se beemar hain.""",hindi,
1.0,@alexbenovich more than you run pussy,english,
1.0,All you bitches can keep getting jealous. I loveeee ittttt,english,
0.0,RT @Shoq: He no doubt copied it from someone else. RT @KilloughCNN: Alert: The mock turtleneck is back. http://t.co/uM7aTH7tHT,english,
1.0,RT @anticvlum: Lol I'm litetally just a walking trash can,english,
1.0,FUCK ARE YOU TALKIN ABOUT?? RT @IGGYAZALEA its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;,english,
1.0,RT @HOOLIGANS_ISSUE: @Aj_Swagggg those rich son's of bitches too gready. Smh,english,
1.0,Blood this nigga Dion retarded,english,
1.0,Not a fan of her... guess im the minority.RT @KfromtheG: Beyonc&#233; ratchet ass is trash RT @Vagitarian__: you're the anti christ. KfromtheG,english,
0.0,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now,english,
